text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
Watching QI on Dave - still quite bored! Not NOT_even NOT_Adam NOT_Davis NOT_can NOT_cheer NOT_me NOT_up. NOT_And NOT_he`s NOT_quite NOT_funny.,Watching QI on Dave - still quite bored! Not NOT_even NOT_Adam NOT_Davis NOT_can NOT_cheer NOT_me NOT_up. NOT_And NOT_he`s NOT_quite NOT_funny.,1,0,neutral,negative
ah! i almost missed snl. thanks twitterfriends,ah! i almost missed snl. thanks twitterfriends,1,2,neutral,positive
Just signed up on Twitter! yay!,Just signed up on Twitter! yay!,2,1,positive,neutral
not NOT_really NOT_Just NOT_have NOT_to NOT_install NOT_OS NOT_X NOT_on NOT_a NOT_harddrive NOT_and NOT_get NOT_it NOT_to NOT_boot NOT_on NOT_schools NOT_iMacs.,not NOT_really NOT_Just NOT_have NOT_to NOT_install NOT_OS NOT_X NOT_on NOT_a NOT_harddrive NOT_and NOT_get NOT_it NOT_to NOT_boot NOT_on NOT_schools NOT_iMacs.,1,0,neutral,negative
"Bored and kinda lonely, my parent went up to the lake. I didn`t have a friend to bring up so i knew i wa bored and didn`t go.","Bored and kinda lonely, my parent went up to the lake. I didn`t have a friend to bring up so i knew i wa bored and didn`t go.",1,0,neutral,negative
Crabs are amazing...well a long a they`re not NOT_in NOT_your NOT_pants.,Crabs are amazing...well a long a they`re not NOT_in NOT_your NOT_pants.,1,2,neutral,positive
just reached for her plate to get another bit of toast and realised id eaten it all not NOT_a NOT_nice NOT_feeling,just reached for her plate to get another bit of toast and realised id eaten it all not NOT_a NOT_nice NOT_feeling,0,1,negative,neutral
_lottie Not NOT_one NOT_of NOT_my NOT_favourite NOT_pastimes NOT_This NOT_weekend NOT_is NOT_a NOT_long NOT_weekend NOT_here NOT_so NOT_Monday NOT_I`m NOT_off NOT_to NOT_an NOT_Ice NOT_Show NOT_w/ NOT_the NOT_G/daughter NOT_wink,_lottie Not NOT_one NOT_of NOT_my NOT_favourite NOT_pastimes NOT_This NOT_weekend NOT_is NOT_a NOT_long NOT_weekend NOT_here NOT_so NOT_Monday NOT_I`m NOT_off NOT_to NOT_an NOT_Ice NOT_Show NOT_w/ NOT_the NOT_G/daughter NOT_wink,2,1,positive,neutral
argh! why why why,argh! why why why,0,1,negative,neutral
Sittin at the hospital with isaac cause he hit his head,Sittin at the hospital with isaac cause he hit his head,0,1,negative,neutral
"you seem desperate,that say probly enough","you seem desperate,that say probly enough",0,1,negative,neutral
haha so bored...but happy mother day!,haha so bored...but happy mother day!,1,2,neutral,positive
": Aww, that sux! _x3: Eeek for Airline charges!!! (**)",": Aww, that sux! _x3: Eeek for Airline charges!!! (**)",0,1,negative,neutral
Memorizing the first 18 line of the General Prologue of The Canterbury Tales. Ughhh.,Memorizing the first 18 line of the General Prologue of The Canterbury Tales. Ughhh.,1,0,neutral,negative
Took the cutest pic of Andy yesterday. But I don`t have them. Used my bro`s fancy DSLR & didn`t have time to upload them. I want my own!,Took the cutest pic of Andy yesterday. But I don`t have them. Used my bro`s fancy DSLR & didn`t have time to upload them. I want my own!,1,0,neutral,negative
oh no! I just crashed my ball pump,oh no! I just crashed my ball pump,0,1,negative,neutral
"@ the Eldorado house, goodbye Aliante house. *Memories made, memory fade!","@ the Eldorado house, goodbye Aliante house. *Memories made, memory fade!",1,0,neutral,negative
Ahhh My Satz blend didn`t save,Ahhh My Satz blend didn`t save,1,0,neutral,negative
i wa screaming like a maniac! But the thing wa u couldn`t scream on the ride which sucked the fun out of everything so...,i wa screaming like a maniac! But the thing wa u couldn`t scream on the ride which sucked the fun out of everything so...,0,1,negative,neutral
_Happy_EmoX lmao. Lucky! It`s 10 minute on foot for me e URL School.lol. On the bus now.,_Happy_EmoX lmao. Lucky! It`s 10 minute on foot for me e URL School.lol. On the bus now.,0,2,negative,positive
Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,0,1,negative,neutral
"** culture is increasing in india,govt ha to make new law such a wat will be charge if a boy tease a boy nd wat if a boy rape a boy","** culture is increasing in india,govt ha to make new law such a wat will be charge if a boy tease a boy nd wat if a boy rape a boy",1,0,neutral,negative
First Natalie and now little Holly. This is mean,First Natalie and now little Holly. This is mean,0,1,negative,neutral
i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.,1,0,neutral,negative
"Went to get dog from vets, theyve stitched her ear, charged u for it but she still bleeds like a waterfall everytime she moves. D: WHY!","Went to get dog from vets, theyve stitched her ear, charged u for it but she still bleeds like a waterfall everytime she moves. D: WHY!",0,1,negative,neutral
is feeling Fab today and missing my boo,is feeling Fab today and missing my boo,1,0,neutral,negative
Likewise. But I don`t know anyone who us gtalk and the like so I`m not NOT_holding NOT_much NOT_hope,Likewise. But I don`t know anyone who us gtalk and the like so I`m not NOT_holding NOT_much NOT_hope,0,1,negative,neutral
"on my 42nd written **.. i get less idea every day, and every day","on my 42nd written **.. i get less idea every day, and every day",0,1,negative,neutral
"Of course, the Evil Day Job want me to stay longer. I need to win the lottery.","Of course, the Evil Day Job want me to stay longer. I need to win the lottery.",2,1,positive,neutral
"But IÃ¯Â¿Â½m for smaller company rather than bigger ones. ItÃ¯Â¿Â½s not NOT_like NOT_I NOT_have NOT_worked NOT_at NOT_a NOT_big NOT_company NOT_to NOT_prove NOT_it, NOT_though","But IÃ¯Â¿Â½m for smaller company rather than bigger ones. ItÃ¯Â¿Â½s not NOT_like NOT_I NOT_have NOT_worked NOT_at NOT_a NOT_big NOT_company NOT_to NOT_prove NOT_it, NOT_though",1,0,neutral,negative
"you and the guy should come down here, we are ** freezing out here!","you and the guy should come down here, we are ** freezing out here!",0,1,negative,neutral
"EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol","EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol",1,0,neutral,negative
hahahaha awww uduhn lun me no NOT_mor???,hahahaha awww uduhn lun me no NOT_mor???,1,2,neutral,positive
Warren ha just died.. hannah ha been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),Warren ha just died.. hannah ha been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),1,0,neutral,negative
Starting to get annoyed with socialscope. Need an update,Starting to get annoyed with socialscope. Need an update,0,1,negative,neutral
I`ve lost my pocket knife Suggestions for replacing a Ken Onion Chive?,I`ve lost my pocket knife Suggestions for replacing a Ken Onion Chive?,1,0,neutral,negative
Heading to XS with Nadia!! Yeee!,Heading to XS with Nadia!! Yeee!,2,1,positive,neutral
is saddened by Husker Access...no internet!,is saddened by Husker Access...no internet!,0,1,negative,neutral
"Exchange story gone, yaay! On with Sweet Charity","Exchange story gone, yaay! On with Sweet Charity",1,2,neutral,positive
"Need to come up with another blog post today. But for now, I AM SLEEPPYY!!","Need to come up with another blog post today. But for now, I AM SLEEPPYY!!",0,1,negative,neutral
Why are all the cool class being offered this summer? Boo.,Why are all the cool class being offered this summer? Boo.,1,2,neutral,positive
"Colleague that 'helped' by creating his unit`s site in iWeb wa NOT NOT_helpful. NOT_Trash NOT_code, NOT_24 NOT_CSS NOT_files NOT_for NOT_a NOT_4 NOT_page NOT_site, no NOT_optimizing.","Colleague that 'helped' by creating his unit`s site in iWeb wa NOT NOT_helpful. NOT_Trash NOT_code, NOT_24 NOT_CSS NOT_files NOT_for NOT_a NOT_4 NOT_page NOT_site, no NOT_optimizing.",0,1,negative,neutral
Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,1,2,neutral,positive
"a a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck","a a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",0,1,negative,neutral
im saad i need someone to talk to.,im saad i need someone to talk to.,0,1,negative,neutral
I SO should`ve gone right now!!! *wish I could alter time!! *,I SO should`ve gone right now!!! *wish I could alter time!! *,0,2,negative,positive
oww...just bit my tongue,oww...just bit my tongue,1,0,neutral,negative
"Think wearing bermuda at the cinema wasn`t a good idea after all, but outside wa humid like cwazy!","Think wearing bermuda at the cinema wasn`t a good idea after all, but outside wa humid like cwazy!",0,1,negative,neutral
i have tried the Teriyaki - no NOT_cookie NOT_tho! NOT_we NOT_got NOT_(non NOT_winning) NOT_Pop-tarts NOT_with NOT_it. NOT_All NOT_was NOT_great!,i have tried the Teriyaki - no NOT_cookie NOT_tho! NOT_we NOT_got NOT_(non NOT_winning) NOT_Pop-tarts NOT_with NOT_it. NOT_All NOT_was NOT_great!,2,1,positive,neutral
you should say mlia instead of fml i hope you find it soon,you should say mlia instead of fml i hope you find it soon,2,1,positive,neutral
I just KNEW you`d get that!,I just KNEW you`d get that!,2,1,positive,neutral
I wish my sister lived near me,I wish my sister lived near me,2,1,positive,neutral
I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s boo,I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s boo,1,0,neutral,negative
hypnotyst .. hmm... i should beware..,hypnotyst .. hmm... i should beware..,0,1,negative,neutral
Deathstar destroys Starship Enterprice URL Can`t get enough of this video HASHTAG_starwars HASHTAG_startrek,Deathstar destroys Starship Enterprice URL Can`t get enough of this video HASHTAG_starwars HASHTAG_startrek,0,1,negative,neutral
I want it to rain today! Like full thunderstorm style! But it probably won`t,I want it to rain today! Like full thunderstorm style! But it probably won`t,2,1,positive,neutral
"ummm, come on, for me twin and slurpees, and being in a car with the twin is going to be pretty epic!!!","ummm, come on, for me twin and slurpees, and being in a car with the twin is going to be pretty epic!!!",2,1,positive,neutral
Have spent half of the day troubleshooting something that wasn`t even within my control. Clusters doesn`t always mean high availability.,Have spent half of the day troubleshooting something that wasn`t even within my control. Clusters doesn`t always mean high availability.,1,0,neutral,negative
Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratching for dinner wasn`t such a good idea,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratching for dinner wasn`t such a good idea,0,1,negative,neutral
i think i like the workshop,i think i like the workshop,2,1,positive,neutral
"I kind of figured. He`d probably be unable to reason out why a lot of the thing in manga happen, or the way they happen.","I kind of figured. He`d probably be unable to reason out why a lot of the thing in manga happen, or the way they happen.",0,1,negative,neutral
"mm, late night Brusters ice cream! om nom nom nom","mm, late night Brusters ice cream! om nom nom nom",2,1,positive,neutral
Off to my lil sister graduation...they grow up so quick,Off to my lil sister graduation...they grow up so quick,1,0,neutral,negative
Another interview... Please somebody hire me?! But I`m late,Another interview... Please somebody hire me?! But I`m late,0,1,negative,neutral
"well if you`re ever headed back to the west coast, hit me up. I have a tiny place, but we can hack and hang out at the beach","well if you`re ever headed back to the west coast, hit me up. I have a tiny place, but we can hack and hang out at the beach",2,1,positive,neutral
i am living in ignorance :@,i am living in ignorance :@,0,1,negative,neutral
I am trying to figure out how to use Twitter,I am trying to figure out how to use Twitter,2,1,positive,neutral
_storm lucky! I`m still working for another 4 hours!,_storm lucky! I`m still working for another 4 hours!,2,1,positive,neutral
Friday night... And I`m not NOT_doing NOT_anything!! NOT_But NOT_I NOT_might NOT_go NOT_have NOT_some NOT_tacos NOT_at NOT_the NOT_lunch NOT_truck NOT_in NOT_Pasadena NOT_.. NOT_Just NOT_maybe.,Friday night... And I`m not NOT_doing NOT_anything!! NOT_But NOT_I NOT_might NOT_go NOT_have NOT_some NOT_tacos NOT_at NOT_the NOT_lunch NOT_truck NOT_in NOT_Pasadena NOT_.. NOT_Just NOT_maybe.,1,0,neutral,negative
"Yes, Cathy. (Ordinarily, I don`t have much of a problem with naked girl chasing me, however! )","Yes, Cathy. (Ordinarily, I don`t have much of a problem with naked girl chasing me, however! )",2,0,positive,negative
aw i wish i could. i have to get ready for atlanta and i have to come into work since I am behind on work,aw i wish i could. i have to get ready for atlanta and i have to come into work since I am behind on work,1,2,neutral,positive
so cool! if only i could call! my phone won`t let me calll the number!,so cool! if only i could call! my phone won`t let me calll the number!,2,0,positive,negative
Ok... No NOT_one NOT_was NOT_interested NOT_in NOT_my NOT_special. NOT_Now NOT_the NOT_popcorn NOT_is NOT_stale! NOT_What NOT_a NOT_waste. NOT_I`m NOT_going NOT_to NOT_find NOT_a NOT_homeless NOT_person NOT_to NOT_give NOT_it NOT_to NOT_...,Ok... No NOT_one NOT_was NOT_interested NOT_in NOT_my NOT_special. NOT_Now NOT_the NOT_popcorn NOT_is NOT_stale! NOT_What NOT_a NOT_waste. NOT_I`m NOT_going NOT_to NOT_find NOT_a NOT_homeless NOT_person NOT_to NOT_give NOT_it NOT_to NOT_...,0,1,negative,neutral
"ugh, i wa so hungry i scarfed my lunch before i even thought to take a pic. HASHTAG_feastfriday","ugh, i wa so hungry i scarfed my lunch before i even thought to take a pic. HASHTAG_feastfriday",1,0,neutral,negative
Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,2,1,positive,neutral
mac ftw btw. .just because.. and if you`re still using the grandaddy pc`s you lost at life.. jp (..not really..),mac ftw btw. .just because.. and if you`re still using the grandaddy pc`s you lost at life.. jp (..not really..),1,0,neutral,negative
the hill is gunna be so different!! gl with your designing etc.,the hill is gunna be so different!! gl with your designing etc.,2,0,positive,negative
ive got a cold too... It suck and u were awesome in ipswitch xD,ive got a cold too... It suck and u were awesome in ipswitch xD,1,0,neutral,negative
Why is it soo cold & ugly out??,Why is it soo cold & ugly out??,1,0,neutral,negative
It`s is in the July issue of OXM... so I don`t have anything to link you to right now,It`s is in the July issue of OXM... so I don`t have anything to link you to right now,1,0,neutral,negative
Site of our first date - Macri`s Deli - closed. Lunching at favorite local Greek spot - The Trojan Horse - instead.,Site of our first date - Macri`s Deli - closed. Lunching at favorite local Greek spot - The Trojan Horse - instead.,2,1,positive,neutral
"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...","I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",1,0,neutral,negative
"Had lunch at Bittercreek, they were out of Hopnoxious Had Sweetgrass IPA tho, so all is still right in the world.","Had lunch at Bittercreek, they were out of Hopnoxious Had Sweetgrass IPA tho, so all is still right in the world.",2,1,positive,neutral
What kind of help do you need with Machine embroidery? I may bea able to help,What kind of help do you need with Machine embroidery? I may bea able to help,2,1,positive,neutral
"Wish I`d had the balls, but with my 2 kid with me and not NOT_knowing NOT_how NOT_illogical NOT_these NOT_ppl NOT_can NOT_be, NOT_didn`t NOT_want NOT_to NOT_risk NOT_it","Wish I`d had the balls, but with my 2 kid with me and not NOT_knowing NOT_how NOT_illogical NOT_these NOT_ppl NOT_can NOT_be, NOT_didn`t NOT_want NOT_to NOT_risk NOT_it",0,1,negative,neutral
"Also, I am technologically challenged and have a cell phone that only make phone calls. Can`t HASHTAG_tweetb4Ueat","Also, I am technologically challenged and have a cell phone that only make phone calls. Can`t HASHTAG_tweetb4Ueat",1,0,neutral,negative
is wondering what happened to all those froggies at the potato farm!,is wondering what happened to all those froggies at the potato farm!,0,1,negative,neutral
6 freakin days!! Just a thought...what would I have to look forward to after this?,6 freakin days!! Just a thought...what would I have to look forward to after this?,0,2,negative,positive
want to go out tonight but cant NOT_get NOT_home,want to go out tonight but cant NOT_get NOT_home,0,1,negative,neutral
Catching up on 2 week of LOST and Grey`s!! House is quiet again.,Catching up on 2 week of LOST and Grey`s!! House is quiet again.,1,0,neutral,negative
Job?? Not NOT_so NOT_much.,Job?? Not NOT_so NOT_much.,1,0,neutral,negative
Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,0,1,negative,neutral
At work oh no NOT_it`s NOT_the NOT_first NOT_day NOT_of NOT_monthly NOT_visitor NOT_ahh,At work oh no NOT_it`s NOT_the NOT_first NOT_day NOT_of NOT_monthly NOT_visitor NOT_ahh,1,0,neutral,negative
feeling like **. hope it not NOT_swine NOT_flu NOT_or NOT_something,feeling like **. hope it not NOT_swine NOT_flu NOT_or NOT_something,0,2,negative,positive
. Well gotdamn girl!!! I dont know what else!! I`m sleepy again! Grrr,. Well gotdamn girl!!! I dont know what else!! I`m sleepy again! Grrr,1,0,neutral,negative
i would but i have nowhere NOT_to NOT_go NOT_and no NOT_one NOT_to NOT_go NOT_with,i would but i have nowhere NOT_to NOT_go NOT_and no NOT_one NOT_to NOT_go NOT_with,0,1,negative,neutral
"Ya, it wa pretty bad. Not NOT_sure NOT_when NOT_I NOT_will NOT_get NOT_to NOT_go NOT_visit. NOT_We NOT_have NOT_been NOT_super NOT_busy NOT_lately.","Ya, it wa pretty bad. Not NOT_sure NOT_when NOT_I NOT_will NOT_get NOT_to NOT_go NOT_visit. NOT_We NOT_have NOT_been NOT_super NOT_busy NOT_lately.",0,1,negative,neutral
"You lucky girl. Tell me all about it, `kay?","You lucky girl. Tell me all about it, `kay?",2,1,positive,neutral
sad day. I wa lucky enough to realize it before I got out of the parking lot.,sad day. I wa lucky enough to realize it before I got out of the parking lot.,1,0,neutral,negative
"Im free at last, tomorrow I get to remember what Sundays look like","Im free at last, tomorrow I get to remember what Sundays look like",2,1,positive,neutral
have to go now by`all love see ya later guy **,have to go now by`all love see ya later guy **,1,2,neutral,positive
would really like to not NOT_be NOT_at NOT_work NOT_and NOT_instead NOT_taking NOT_a NOT_nap.,would really like to not NOT_be NOT_at NOT_work NOT_and NOT_instead NOT_taking NOT_a NOT_nap.,2,1,positive,neutral
I have no NOT_idea NOT_I`m NOT_watching NOT_Rafa NOT_too. NOT_Running NOT_to NOT_the NOT_comp NOT_ever NOT_to NOT_often NOT_to NOT_check NOT_live NOT_score. NOT_he`s NOT_3-2 NOT_down NOT_in NOT_the NOT_third.,I have no NOT_idea NOT_I`m NOT_watching NOT_Rafa NOT_too. NOT_Running NOT_to NOT_the NOT_comp NOT_ever NOT_to NOT_often NOT_to NOT_check NOT_live NOT_score. NOT_he`s NOT_3-2 NOT_down NOT_in NOT_the NOT_third.,0,1,negative,neutral
downloading the right/real speedracher now.,downloading the right/real speedracher now.,1,2,neutral,positive
I sunburnt through factor 30,I sunburnt through factor 30,0,1,negative,neutral
Ohh what a line,Ohh what a line,2,1,positive,neutral
awww omg garbo fake playing during one of the songs!!! haha,awww omg garbo fake playing during one of the songs!!! haha,0,2,negative,positive
I know. I wa hoping to meet you tonite & I just found out a few min ago that we have a mutual friend Cuong H.,I know. I wa hoping to meet you tonite & I just found out a few min ago that we have a mutual friend Cuong H.,1,2,neutral,positive
not NOT_so NOT_good,not NOT_so NOT_good,0,1,negative,neutral
No NOT_dice...I NOT_searched NOT_it NOT_in NOT_the NOT_'Help' NOT_area...just NOT_a NOT_problem NOT_some NOT_people NOT_have. NOT_It NOT_would NOT_have NOT_been NOT_hot...oh NOT_well,No NOT_dice...I NOT_searched NOT_it NOT_in NOT_the NOT_'Help' NOT_area...just NOT_a NOT_problem NOT_some NOT_people NOT_have. NOT_It NOT_would NOT_have NOT_been NOT_hot...oh NOT_well,1,0,neutral,negative
i just drove past your hotel wish u wa ere. I`m thinking a december trip for a real white xmas!!,i just drove past your hotel wish u wa ere. I`m thinking a december trip for a real white xmas!!,2,1,positive,neutral
"Thanks! Actually, when I first got my twitter, my picture wouldn`t upload either. But they upload, it just take a","Thanks! Actually, when I first got my twitter, my picture wouldn`t upload either. But they upload, it just take a",2,1,positive,neutral
Goodnite sexy twiggas,Goodnite sexy twiggas,2,1,positive,neutral
I`m comin wit u!!,I`m comin wit u!!,1,0,neutral,negative
"Awe man, that sucks. Everyone make mistakes. I have a feeling that people can forgive you","Awe man, that sucks. Everyone make mistakes. I have a feeling that people can forgive you",1,0,neutral,negative
"but i didnt krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.","but i didnt krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.",2,1,positive,neutral
"just got back from the ER... i cut myself while trying to cook a nice lunch 3 stiches on my right index finger, talk about ouchie","just got back from the ER... i cut myself while trying to cook a nice lunch 3 stiches on my right index finger, talk about ouchie",0,2,negative,positive
[ I`m not NOT_sure NOT_what NOT_you NOT_mean NOT_by NOT_'blowin NOT_this NOT_joint'?? NOT_'] NOT_rb NOT_lol NOT_lol NOT_good NOT_one.. ? URL,[ I`m not NOT_sure NOT_what NOT_you NOT_mean NOT_by NOT_'blowin NOT_this NOT_joint'?? NOT_'] NOT_rb NOT_lol NOT_lol NOT_good NOT_one.. ? URL,2,1,positive,neutral
i can`t figure out how to listen to it from the internet,i can`t figure out how to listen to it from the internet,0,1,negative,neutral
Suffering from Hemorrhoids.,Suffering from Hemorrhoids.,0,1,negative,neutral
Brian is teaching me soccer!! Lots of fun,Brian is teaching me soccer!! Lots of fun,2,1,positive,neutral
is thrilled prom went well,is thrilled prom went well,2,0,positive,negative
_Music I wa not NOT_hugged,_Music I wa not NOT_hugged,0,1,negative,neutral
gotta love how im waking home at midnite. dangg pray for mr. im so jumpy,gotta love how im waking home at midnite. dangg pray for mr. im so jumpy,2,1,positive,neutral
"Gary Just tried the Ommegang Chocolate Indulgence: no NOT_chocolate, no NOT_indulgence, NOT_just NOT_... NOT_metallic. NOT_Best NOT_I NOT_can... NOT_URL","Gary Just tried the Ommegang Chocolate Indulgence: no NOT_chocolate, no NOT_indulgence, NOT_just NOT_... NOT_metallic. NOT_Best NOT_I NOT_can... NOT_URL",2,1,positive,neutral
You`re right..I`m 29 and I`ve heard the song a time or two,You`re right..I`m 29 and I`ve heard the song a time or two,2,1,positive,neutral
phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit that ain`t fair .,phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit that ain`t fair .,1,0,neutral,negative
URL - The stolen purse -- when it wa new from the store...see tag still on it,URL - The stolen purse -- when it wa new from the store...see tag still on it,0,1,negative,neutral
"but if you got hit by a car, who would make such lovely music?","but if you got hit by a car, who would make such lovely music?",1,2,neutral,positive
Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,2,0,positive,negative
Searching my home for a few thing to cook them for dinner this evening. It`s mother day so guess who im eating with,Searching my home for a few thing to cook them for dinner this evening. It`s mother day so guess who im eating with,1,2,neutral,positive
Should I say goodnight or good morning?,Should I say goodnight or good morning?,1,2,neutral,positive
wa late,wa late,0,1,negative,neutral
"KERI HILSON- SLOW DANCE ROCKIN` THE ** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE ** DROPPER","KERI HILSON- SLOW DANCE ROCKIN` THE ** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE ** DROPPER",2,0,positive,negative
you are on mii ** list...Permanent mii dude,you are on mii ** list...Permanent mii dude,0,1,negative,neutral
off for a run. moon-day is not NOT_that NOT_bad NOT_after NOT_all... NOT_HASHTAG_fb,off for a run. moon-day is not NOT_that NOT_bad NOT_after NOT_all... NOT_HASHTAG_fb,1,0,neutral,negative
Came out of my house this morning to the stink of cat poo. I have cat doing their business in my little bit of garden.,Came out of my house this morning to the stink of cat poo. I have cat doing their business in my little bit of garden.,1,0,neutral,negative
"hopping in the shower, you can help me tidy my room it a ** hole, mum ** friend","hopping in the shower, you can help me tidy my room it a ** hole, mum ** friend",0,1,negative,neutral
it`s ok lol I think we might do the same dates.,it`s ok lol I think we might do the same dates.,2,1,positive,neutral
URL - WHY DO U LOT MOCK ME!!!,URL - WHY DO U LOT MOCK ME!!!,0,1,negative,neutral
is on twitter for the second day running. This is what study leave doe to me! If only my car were in one piece,is on twitter for the second day running. This is what study leave doe to me! If only my car were in one piece,0,1,negative,neutral
"How come it`s so cold now?! A few day ago it wa wicked nice out, now I feel like I need my winter coat back.","How come it`s so cold now?! A few day ago it wa wicked nice out, now I feel like I need my winter coat back.",1,2,neutral,positive
"I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic","I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",0,1,negative,neutral
"hey, you know the trailer before hannah montana? is there a jonas brother 3D concert experience trailer? x","hey, you know the trailer before hannah montana? is there a jonas brother 3D concert experience trailer? x",1,2,neutral,positive
Apparently today is Happy Star Wars day. I`m suppose to say may the 4th be with you.,Apparently today is Happy Star Wars day. I`m suppose to say may the 4th be with you.,1,2,neutral,positive
Working 930a-730p today. 1.5 hour lunch..8.5 hour work. Overtime = good. The fact that I`m already dead tired = very bad.,Working 930a-730p today. 1.5 hour lunch..8.5 hour work. Overtime = good. The fact that I`m already dead tired = very bad.,1,0,neutral,negative
kind of.i`m trying to make sure i have everything yet still look after the boy.hubby isn`t home yet,kind of.i`m trying to make sure i have everything yet still look after the boy.hubby isn`t home yet,2,1,positive,neutral
"woop rehearsing song Yep, sound even enough to me","woop rehearsing song Yep, sound even enough to me",2,0,positive,negative
in edinburgh. just had a chinese yum! better take wee haggis out he cryin at me dunno y tho xox,in edinburgh. just had a chinese yum! better take wee haggis out he cryin at me dunno y tho xox,1,2,neutral,positive
Why don`t we close the library due to the great weather? And the ac isn`t working HASHTAG_fb,Why don`t we close the library due to the great weather? And the ac isn`t working HASHTAG_fb,2,1,positive,neutral
it wont let me,it wont let me,1,0,neutral,negative
thanks buddi and it`s no NOT_problem NOT_your NOT_my NOT_friend NOT_yah NOT_i NOT_should NOT_post NOT_more NOT_pics NOT_of NOT_London! nothing NOT_much NOT_really NOT_u?,thanks buddi and it`s no NOT_problem NOT_your NOT_my NOT_friend NOT_yah NOT_i NOT_should NOT_post NOT_more NOT_pics NOT_of NOT_London! nothing NOT_much NOT_really NOT_u?,1,2,neutral,positive
MENTION kk but 4 sum reason it not NOT_lettin NOT_me NOT_vote NOT_4 NOT_them,MENTION kk but 4 sum reason it not NOT_lettin NOT_me NOT_vote NOT_4 NOT_them,0,1,negative,neutral
"Took yesterday off & treated myself to an outfit & shoes, I have not NOT_treated NOT_myself NOT_in NOT_a NOT_while, NOT_my NOT_mothers NOT_day NOT_gift NOT_to NOT_me","Took yesterday off & treated myself to an outfit & shoes, I have not NOT_treated NOT_myself NOT_in NOT_a NOT_while, NOT_my NOT_mothers NOT_day NOT_gift NOT_to NOT_me",2,1,positive,neutral
omg you`ve never NOT_seen NOT_`the NOT_Ring` NOT_its NOT_a NOT_creppy NOT_** NOT_movie,omg you`ve never NOT_seen NOT_`the NOT_Ring` NOT_its NOT_a NOT_creppy NOT_** NOT_movie,0,1,negative,neutral
trying to finish my **-ignment.please god help me to finish it,trying to finish my **-ignment.please god help me to finish it,0,2,negative,positive
hehe--sorry. I`ve never NOT_been NOT_very NOT_good NOT_at NOT_blending NOT_in...,hehe--sorry. I`ve never NOT_been NOT_very NOT_good NOT_at NOT_blending NOT_in...,1,0,neutral,negative
not NOT_good NOT_enough!,not NOT_good NOT_enough!,0,1,negative,neutral
_recordings Alas no NOT_- NOT_this NOT_is NOT_all NOT_occuring NOT_in NOT_an NOT_office NOT_in NOT_central NOT_London...,_recordings Alas no NOT_- NOT_this NOT_is NOT_all NOT_occuring NOT_in NOT_an NOT_office NOT_in NOT_central NOT_London...,1,0,neutral,negative
"Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top HASHTAG_100 chart.","Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top HASHTAG_100 chart.",2,0,positive,negative
i likee you a lott lott . think you really hot hot (8) good night,i likee you a lott lott . think you really hot hot (8) good night,2,1,positive,neutral
